date,days_elapsed,Uw,ip,Tair,Twater,amc,ET,Hw,Tw,t,site_plot,Zs,A,dHw,Vw,dt,Qip,QET,dVw,Qg,Qnet,QHRT,Qout,Qin,Q_net_check,Q_check
2019-05-22,141,3.442208,0.11430000000000001,12.777777777777777,12.722222222222221,3,0.6455763987608704,0.019358810616637356,14.50341691205531,0,LC.4,83.99556818,1,-0.02395402381912959,0.019358810616637356,1,0.0011430000000000001,0.006455763987608704,-0.02395402381912959,0,-0.018641259831520887,0,-0.018641259831520887,0,0,-0.037282519663041774
2019-05-23,142,4.91744,0.20320000000000002,17.22222222222222,16.27777777777778,3,0.6499857358728338,0.004127361020294984,15.267679617728716,1,LC.4,83.99556818,1,-0.015231449596342372,0.004127361020294984,1,0.0020320000000000004,0.006499857358728338,-0.015231449596342372,0,-0.010763592237614033,0,-0.010763592237614033,0,0,-0.02152718447522807
2019-05-24,143,4.425696,0.1524,13.333333333333332,13.166666666666666,2,0.6865116290988069,0.005166513822246088,15.268387647322665,2,LC.4,83.99556818,1,0.0010391528019511043,0.005166513822246088,1,0.0015240000000000002,0.006865116290988069,0.0010391528019511043,0,0.006380269092939173,0,-0,0.006380269092939173,0,8.673617379884035e-19
2019-05-25,144,4.068064,2.3368,13.88888888888889,13.611111111111112,3,0.48403138845336696,0.0351308560396717,14.747891941188294,3,LC.4,83.99556818,1,0.02996434221742561,0.0351308560396717,1,0.023368000000000003,0.00484031388453367,0.02996434221742561,0,0.011436656101959278,0,-0,0.011436656101959278,0,3.469446951953614e-18
2019-05-26,145,4.425696,0.20320000000000002,20.555555555555554,18.944444444444443,3,0.7269245200649395,0.07284267571304781,15.109482679838015,4,LC.4,83.99556818,1,0.03771181967337611,0.07284267571304781,1,0.0020320000000000004,0.007269245200649394,0.03771181967337611,0,0.04294906487402551,0,-0,0.04294906487402551,0,0
2019-05-27,146,3.12928,0,13.88888888888889,13.611111111111112,3,0.7135327526647053,0.06471712273452113,16.040041314231026,5,LC.4,83.99556818,1,-0.008125552978526684,0.06471712273452113,1,0,0.007135327526647053,-0.008125552978526684,0,-9.902254518796318e-4,0,-9.902254518796318e-4,0,0,-0.0019804509037592635
2019-05-28,147,1.78816,1.2446,9.444444444444445,10.055555555555557,3,0.36850880002332037,0.06531896259355108,15.958395431071152,6,LC.4,83.99556818,1,6.018398590299512e-4,0.06531896259355108,1,0.012445999999999999,0.0036850880002332036,6.018398590299512e-4,0,-0.008159072140736844,0,-0.008159072140736844,0,0,-0.016318144281473684
2019-05-29,148,1.78816,0,12.777777777777777,12.722222222222221,3,0.29646903632639204,0.0785326377219917,14.430326149787431,7,LC.4,83.99556818,1,0.013213675128440627,0.0785326377219917,1,0,0.0029646903632639205,0.013213675128440627,0,0.01617836549170455,0,-0,0.01617836549170455,0,0
2019-05-30,149,4.380992,0,16.666666666666668,15.833333333333336,3,0.48731001718831424,0.07053880092325926,14.715767083344636,8,LC.4,83.99556818,1,-0.007993836798732445,0.07053880092325926,1,0,0.004873100171883142,-0.007993836798732445,0,-0.003120736626849303,0,-0.003120736626849303,0,0,-0.006241473253698606
2019-05-31,150,3.173984,0.050800000000000005,14.444444444444445,14.055555555555557,3,0.7295001443382229,0.06464527472820691,15.630746402858216,9,LC.4,83.99556818,1,-0.005893526195052345,0.06464527472820691,1,5.080000000000001e-4,0.007295001443382228,-0.005893526195052345,0,8.93475248329883e-4,0,-0,8.93475248329883e-4,0,0
